Date,League,Home_Team,Away_Team,FTR,FTHG,FTAG,HS,AS,HST,AST,Home_ELO,Away_ELO,Home_Win_Streak,Away_Win_Streak,Home_Loss_Streak,Away_Loss_Streak,Home_Unbeaten_Streak,Away_Unbeaten_Streak,Home_Winless_Streak,Away_Winless_Streak,Home_Points_Last_5,Away_Points_Last_5,Home_Points_Last_10,Away_Points_Last_10,Home_Points_Last_20,Away_Points_Last_20,Home_Net_FTG,Away_Net_FTG,Home_Net_S,Away_Net_S,Home_Net_ST,Away_Net_ST,FTHG_Conceded,FTAG_Conceded,HST_Conceded,AST_Conceded,HS_Conceded,AS_Conceded
2023-11-06,SP1,Getafe,Cadiz,2,1,0,13,6,3,2,968.329518930489,900.610517971995,0,0,0,2,5,0,2,5,5,2,11,7,12,10,1,-1,7,-7,1,-1,0,1,2,3,6,13
2023-11-10,SP1,Athletic Club,Celta,2,4,3,21,13,12,5,1076.80973601498,868.528003539405,0,0,0,3,5,0,1,3,7,2,18,6,21,7,1,-1,8,-8,7,-7,3,4,5,12,13,21
2023-11-11,SP1,Vallecano,Girona,0,1,2,22,19,9,7,1035.35671769702,1169.9224655452,0,5,0,0,4,6,3,0,7,12,12,27,18,31,-1,1,3,-3,2,-2,2,1,7,9,19,22
2023-11-11,SP1,Almeria,Sociedad,0,1,3,7,18,2,6,748.126476109251,1093.23770097955,0,0,1,0,0,1,6,2,1,7,3,17,3,19,-2,2,-11,11,-4,4,3,1,6,2,18,7
2023-11-11,SP1,Granada,Getafe,1,1,1,12,10,6,6,802.457879963987,994.170170073652,0,0,1,0,0,3,4,6,2,7,6,14,6,15,0,0,2,-2,0,0,1,1,6,6,10,12
2023-11-11,SP1,Osasuna,Las Palmas,1,1,1,11,6,3,1,933.419059330199,1020.53921233548,0,2,1,0,0,2,1,0,6,12,10,16,13,17,0,0,5,-5,2,-2,1,1,1,3,6,11
2023-11-11,SP1,Real Madrid,Valencia,2,5,1,16,10,7,4,1223.9750706896,1017.76136269167,0,0,0,0,5,2,1,5,11,8,23,12,29,18,4,-4,6,-6,3,-3,1,5,4,7,10,16
2023-11-12,SP1,Barcelona,Alaves,2,2,1,11,8,6,1,1191.13724812747,902.480270282836,0,0,1,1,0,0,1,6,10,5,23,9,27,12,1,-1,3,-3,5,-5,1,2,1,6,8,11
2023-11-12,SP1,Sevilla,Betis,1,1,1,13,14,4,6,982.72378480132,1073.88880051596,0,0,0,0,4,3,2,5,4,11,11,16,11,20,0,0,-1,1,-2,2,1,1,6,4,14,13
2023-11-12,SP1,Ath Madrid,Villarreal,2,3,1,25,11,10,7,1165.71783292908,918.037089393864,5,1,0,0,5,3,0,0,12,5,22,9,25,12,2,-2,14,-14,3,-3,1,3,7,10,11,25
2023-11-24,SP1,Alaves,Granada,2,3,1,8,11,5,4,892.269611156085,810.487677050344,1,0,0,2,2,0,0,6,5,2,9,4,12,7,2,-2,-3,3,1,-1,1,3,4,5,11,8
2023-11-25,SP1,Vallecano,Barcelona,1,1,1,10,15,4,4,1015.16599960953,1201.34790725422,0,1,1,0,0,6,4,0,6,10,12,23,18,30,0,0,-5,5,0,0,1,1,4,4,15,10
2023-11-25,SP1,Valencia,Celta,1,0,0,8,13,0,1,987.601741641361,853.7018144238,2,0,0,4,2,0,0,4,8,2,12,6,18,7,0,0,-5,5,-1,1,0,0,1,0,13,8
2023-11-25,SP1,Getafe,Almeria,2,2,1,18,13,5,4,986.140372987295,737.546709980789,1,0,0,5,6,0,0,6,7,0,12,2,16,3,1,-1,5,-5,1,-1,1,2,4,5,13,18
2023-11-25,SP1,Ath Madrid,Mallorca,2,1,0,20,8,3,1,1182.71348520763,906.941252150638,6,0,0,2,6,0,0,4,12,3,24,8,28,9,1,-1,12,-12,2,-2,0,1,1,3,8,20
2023-11-26,SP1,Villarreal,Osasuna,2,3,1,10,15,3,7,901.041437115319,937.349065456145,0,0,1,2,0,0,4,2,4,4,9,8,12,14,2,-2,-5,5,-4,4,1,3,7,3,15,10
2023-11-26,SP1,Sociedad,Sevilla,2,2,1,11,8,8,2,1103.81746710801,986.828318598137,0,0,1,0,0,2,1,5,7,5,19,12,22,12,1,-1,3,-3,6,-6,1,2,2,8,8,11
2023-11-26,SP1,Cadiz,Real Madrid,0,0,3,13,14,4,5,874.769866828832,1254.13469173991,0,1,0,0,1,3,3,0,1,11,7,23,10,32,-3,3,-1,1,-1,1,3,0,5,4,14,13
2023-11-26,SP1,Betis,Las Palmas,2,1,0,12,15,6,4,1069.78426671914,1016.60920620953,3,0,0,0,6,3,0,1,9,10,17,16,21,18,1,-1,-3,3,2,-2,0,1,4,6,15,12
2023-11-27,SP1,Girona,Athletic Club,1,1,1,12,13,2,6,1190.11318363269,1091.63592513059,2,1,0,0,2,1,0,0,15,10,27,18,34,24,0,0,-1,1,-4,4,1,1,6,2,13,12
2023-11-29,SP1,Mallorca,Cadiz,1,1,1,16,6,3,3,896.077905968725,863.731061782484,0,0,0,3,4,0,5,6,2,1,8,6,9,10,0,0,10,-10,0,0,1,1,3,3,6,16
2023-12-01,SP1,Las Palmas,Getafe,2,2,0,11,12,6,4,989.468924168873,998.488519021134,1,0,0,0,1,4,0,7,7,9,16,15,18,19,2,-2,-1,1,2,-2,0,2,4,6,12,11
2023-12-02,SP1,Girona,Valencia,2,2,1,9,9,5,3,1185.69580460557,981.723605672062,0,0,0,1,3,0,1,6,13,8,25,13,35,19,1,-1,0,0,2,-2,1,2,3,5,9,9
2023-12-02,SP1,Athletic Club,Vallecano,2,4,0,9,11,4,3,1096.05330415771,1023.00374122195,1,0,0,0,6,4,0,1,8,6,18,13,25,19,4,-4,-2,2,1,-1,0,4,3,4,11,9
2023-12-02,SP1,Real Madrid,Granada,2,2,0,11,1,4,0,1265.17349678626,776.767053660998,1,0,0,3,6,0,0,7,11,1,23,4,35,7,2,-2,10,-10,4,-4,0,2,0,4,1,11
2023-12-02,SP1,Osasuna,Sociedad,1,1,1,9,17,3,5,888.924860613902,1125.43194224833,0,1,0,0,1,2,2,0,4,10,8,19,14,25,0,0,-8,8,-2,2,1,1,5,3,17,9
2023-12-03,SP1,Mallorca,Alaves,1,0,0,7,7,3,4,894.592567866906,925.990234545431,0,0,0,2,5,0,6,7,2,7,8,9,10,15,0,0,0,0,-1,1,0,0,4,3,7,7
2023-12-03,SP1,Almeria,Betis,1,0,0,20,6,8,2,725.198563946951,1096.9245487598,0,0,2,0,0,4,7,6,0,11,2,17,3,24,0,0,14,-14,6,-6,0,0,2,8,6,20
2023-12-03,SP1,Sevilla,Villarreal,1,1,1,18,5,4,4,965.213843457814,949.465641957562,0,0,0,1,5,0,3,1,4,7,12,12,12,15,0,0,13,-13,0,0,1,1,4,4,5,18
2023-12-03,SP1,Barcelona,Ath Madrid,2,1,0,13,9,2,4,1193.5101656418,1193.57683138954,1,0,0,1,1,0,0,1,10,12,21,24,31,31,1,-1,4,-4,-2,2,0,1,4,2,9,13
2023-12-04,SP1,Celta,Cadiz,1,1,1,26,2,7,1,859.579950393098,865.216399884303,0,0,0,0,1,1,7,7,2,2,4,4,8,11,0,0,24,-24,6,-6,1,1,1,7,2,26
2023-12-08,SP1,Getafe,Valencia,2,1,0,8,3,6,0,953.492591852691,966.612939206041,2,0,0,2,7,0,0,7,8,5,12,10,19,19,1,-1,5,-5,6,-6,0,1,0,6,3,8
2023-12-09,SP1,Alaves,Las Palmas,0,0,1,19,9,5,2,924.548241861415,1034.46485133732,2,0,0,1,3,0,0,2,7,10,10,19,16,21,-1,1,10,-10,3,-3,1,0,2,5,9,19
2023-12-09,SP1,Betis,Real Madrid,1,1,1,14,12,6,2,1084.29369135187,1270.14749803601,4,2,0,0,7,4,0,0,11,13,18,23,25,38,0,0,2,-2,4,-4,1,1,2,6,12,14
2023-12-09,SP1,Villarreal,Sociedad,0,0,3,20,16,4,5,950.190377174805,1115.96012407147,1,0,0,0,1,3,0,1,7,8,10,20,16,26,-3,3,4,-4,-1,1,3,0,5,4,16,20
2023-12-09,SP1,Mallorca,Sevilla,2,1,0,6,19,3,5,896.034560550922,964.489108240571,0,0,0,1,6,0,7,6,3,4,6,10,11,13,1,-1,-13,13,-2,2,0,1,5,3,19,6
2023-12-10,SP1,Ath Madrid,Almeria,2,2,1,13,19,4,5,1161.57069124734,737.829421354882,7,0,0,6,7,0,0,7,9,1,24,3,31,4,1,-1,-6,6,-1,1,1,2,5,4,19,13
2023-12-10,SP1,Cadiz,Osasuna,1,1,1,12,13,5,5,864.956854561943,898.39667879077,0,0,1,3,0,0,4,3,3,2,5,9,12,15,0,0,-1,1,0,0,1,1,5,5,13,12
2023-12-10,SP1,Barcelona,Girona,0,2,4,31,15,11,7,1225.516305784,1200.80647107159,2,6,0,0,2,7,0,0,10,13,21,25,34,38,-2,2,16,-16,4,-4,4,2,7,11,15,31
2023-12-11,SP1,Granada,Athletic Club,1,1,1,7,19,4,4,771.793052411246,1147.19063568706,0,0,0,0,1,2,5,1,1,11,4,18,7,28,0,0,-12,12,0,0,1,1,4,4,19,7
2023-12-11,SP1,Vallecano,Celta,1,0,0,17,4,4,2,971.866409692604,859.839495715457,0,0,0,0,1,1,5,5,3,3,10,5,19,9,0,0,13,-13,2,-2,0,0,2,4,4,17
2023-12-15,SP1,Osasuna,Vallecano,2,1,0,10,9,4,3,896.861455609992,966.879034469996,0,0,0,1,2,0,3,2,3,3,9,10,16,20,1,-1,1,-1,1,-1,0,1,3,4,9,10
2023-12-16,SP1,Celta,Granada,2,1,0,11,7,4,2,864.826870938065,784.487091410486,0,0,0,4,2,0,8,8,4,2,6,5,10,8,1,-1,4,-4,2,-2,0,1,2,4,7,11
2023-12-16,SP1,Athletic Club,Ath Madrid,2,2,0,16,7,7,3,1134.49659668782,1166.70529459951,2,0,0,2,7,0,0,2,11,9,16,24,29,34,2,-2,9,-9,4,-4,0,2,3,7,7,16
2023-12-16,SP1,Sevilla,Getafe,0,0,3,12,14,4,7,926.264549591457,986.700446393171,0,0,0,1,6,0,4,8,3,10,9,15,13,22,-3,3,-2,2,-3,3,3,0,7,4,14,12
2023-12-16,SP1,Valencia,Barcelona,1,1,1,11,16,4,8,933.405084665561,1178.54475518371,0,0,0,0,3,7,1,1,4,10,9,18,19,34,0,0,-5,5,-4,4,1,1,8,4,16,11
2023-12-17,SP1,Almeria,Mallorca,1,0,0,7,20,1,2,732.694818002713,934.259119200037,0,0,0,3,1,0,8,5,1,5,2,9,4,14,0,0,-13,13,-1,1,0,0,2,1,20,7
2023-12-17,SP1,Sociedad,Betis,1,0,0,12,12,4,3,1146.28312028325,1092.11994377225,1,0,0,0,1,5,0,7,10,9,20,18,29,26,0,0,0,0,1,-1,0,0,3,4,12,12
2023-12-17,SP1,Las Palmas,Cadiz,1,1,1,7,13,2,5,1056.66591247905,866.492077742721,2,0,0,0,2,2,0,8,10,3,19,5,24,13,0,0,-6,6,-3,3,1,1,5,2,13,7
2023-12-17,SP1,Real Madrid,Villarreal,2,4,1,22,3,9,1,1262.32124561564,919.867380963019,2,0,0,0,7,1,0,2,11,4,24,9,39,16,3,-3,19,-19,8,-8,1,4,1,9,3,22
2023-12-18,SP1,Girona,Alaves,2,3,0,9,12,4,2,1247.77802167188,902.347180719676,1,0,0,0,4,1,0,8,13,7,25,10,41,16,3,-3,-3,3,2,-2,0,3,2,4,12,9
2023-12-19,SP1,Vallecano,Valencia,0,0,1,7,8,1,3,928.516084407372,943.131333496288,0,0,0,3,2,0,6,8,2,2,9,10,20,20,-1,1,-1,1,-2,2,1,0,3,1,8,7
2023-12-19,SP1,Ath Madrid,Getafe,1,3,3,8,29,4,9,1118.79350351221,1031.84088151215,8,1,0,0,8,1,0,0,9,10,21,17,34,25,0,0,-21,21,-5,5,3,3,9,4,29,8
2023-12-19,SP1,Granada,Sevilla,0,0,3,12,12,3,5,759.757533883821,881.12411447248,0,0,0,2,2,0,6,7,2,2,4,6,8,13,-3,3,0,0,-2,2,3,0,5,3,12,12
2023-12-20,SP1,Barcelona,Almeria,2,3,2,30,10,11,5,1168.81850635298,741.059193925928,0,0,1,7,0,0,1,8,8,2,18,3,35,5,1,-1,20,-20,6,-6,2,3,5,11,10,30
2023-12-20,SP1,Athletic Club,Las Palmas,2,1,0,19,5,10,1,1182.40838777512,1048.68923727423,3,1,0,0,8,1,0,0,11,8,18,20,32,25,1,-1,14,-14,9,-9,0,1,1,10,5,19
2023-12-20,SP1,Villarreal,Celta,2,3,2,12,15,8,5,906.534747985107,889.556428464731,0,0,1,0,0,2,1,6,4,6,9,8,16,13,1,-1,-3,3,3,-3,2,3,5,8,15,12
2023-12-21,SP1,Betis,Girona,1,1,1,21,12,4,4,1094.59423837943,1260.91140090895,0,7,0,0,8,8,1,0,7,13,18,25,27,44,0,0,9,-9,0,0,1,1,4,4,12,21
2023-12-21,SP1,Cadiz,Sociedad,1,0,0,10,8,2,1,874.468752947545,1143.80882567607,0,1,0,0,1,4,5,0,4,11,5,18,14,30,0,0,2,-2,1,-1,0,0,1,2,8,10
2023-12-21,SP1,Alaves,Real Madrid,0,0,1,8,9,2,4,889.213801482614,1275.65387859355,0,0,1,0,0,5,1,1,4,13,9,24,16,42,-1,1,-1,1,-2,2,1,0,4,2,9,8
2023-12-21,SP1,Mallorca,Osasuna,2,3,2,15,12,8,7,925.894743276822,935.224405672616,1,0,0,0,7,1,0,4,6,6,9,12,15,19,1,-1,3,-3,1,-1,2,3,7,8,12,15
2023-12-23,SP1,Ath Madrid,Sevilla,2,1,0,12,8,4,2,1114.87074786698,917.345454609439,0,1,0,0,9,1,1,0,7,4,19,9,35,16,1,-1,4,-4,2,-2,0,1,2,4,8,12
2024-01-02,SP1,Getafe,Vallecano,0,0,2,5,12,0,8,1035.76363715737,897.86140514899,3,0,0,2,8,0,0,3,10,2,17,8,26,20,-2,2,-7,7,-8,8,2,0,8,0,12,5
2024-01-02,SP1,Sociedad,Alaves,1,1,1,16,7,6,2,1133.40952481525,882.969360063808,0,0,0,1,2,0,1,9,9,4,16,9,31,16,0,0,9,-9,4,-4,1,1,2,6,7,16
2024-01-02,SP1,Valencia,Villarreal,2,3,1,11,8,8,4,973.786012754669,936.972230552322,0,0,0,1,4,0,2,3,5,7,13,11,23,19,2,-2,3,-3,4,-4,1,3,4,8,8,11
2024-01-03,SP1,Granada,Cadiz,2,2,0,15,15,8,2,723.536193746862,884.868053808366,0,0,1,0,0,3,7,9,1,5,3,6,8,15,2,-2,0,0,6,-6,0,2,2,8,15,15
2024-01-03,SP1,Celta,Betis,2,2,1,19,14,6,3,859.118945897516,1101.71745914301,1,0,0,0,3,6,0,8,6,7,8,16,13,28,1,-1,5,-5,3,-3,1,2,3,6,14,19
2024-01-03,SP1,Real Madrid,Mallorca,2,1,0,17,7,5,0,1281.89832001235,958.753830458852,3,0,0,0,8,1,0,6,13,9,24,11,45,18,1,-1,10,-10,5,-5,0,1,0,5,7,17
2024-01-03,SP1,Girona,Ath Madrid,2,4,3,17,18,9,12,1253.78818014536,1130.41397665305,2,0,0,3,5,0,0,3,11,7,26,19,45,38,1,-1,-1,1,-3,3,3,4,12,9,18,17
2024-01-04,SP1,Osasuna,Almeria,2,1,0,14,4,2,0,902.365318490586,736.032769269003,1,0,0,8,3,0,0,9,5,2,9,2,19,5,1,-1,10,-10,2,-2,0,1,0,2,4,14
2024-01-04,SP1,Sevilla,Athletic Club,0,0,2,11,15,2,6,901.802225823372,1202.66652145842,0,0,1,0,0,3,5,2,4,11,8,21,16,35,-2,2,-4,4,-4,4,2,0,6,2,15,11
2024-01-04,SP1,Las Palmas,Barcelona,0,1,2,12,15,3,5,1028.43110359092,1173.84493100991,0,0,0,0,3,8,1,2,7,8,17,18,25,38,-1,1,-3,3,-2,2,2,1,5,3,15,12
2024-01-12,SP1,Sevilla,Alaves,0,2,3,19,16,4,8,888.614862124069,892.848078532784,0,0,2,0,0,1,6,10,3,2,7,9,16,17,-1,1,3,-3,-4,4,3,2,8,4,16,19
2024-01-13,SP1,Las Palmas,Villarreal,2,3,0,8,17,3,3,1009.09335084598,897.744390013685,0,0,1,2,0,0,2,4,7,4,14,11,25,19,3,-3,-9,9,0,0,0,3,3,3,17,8
2024-01-13,SP1,Mallorca,Celta,1,1,1,17,6,6,2,950.134097325147,910.423226403823,2,0,0,1,8,0,0,7,8,8,10,10,18,16,0,0,11,-11,4,-4,1,1,2,6,6,17
2024-01-13,SP1,Athletic Club,Sociedad,2,2,1,10,9,3,1,1215.85388515772,1123.53080634627,4,0,0,0,9,5,0,1,13,7,21,17,38,32,1,-1,1,-1,2,-2,1,2,1,3,9,10
2024-01-13,SP1,Betis,Granada,2,1,0,25,6,6,2,1050.4131786367,786.411495934273,0,0,0,5,9,0,2,9,4,4,15,5,28,11,1,-1,19,-19,4,-4,0,1,2,6,6,25
2024-01-14,SP1,Almeria,Girona,1,0,0,20,5,3,1,718.280347052087,1274.87969175821,0,0,0,0,2,9,9,1,2,13,2,26,5,48,0,0,15,-15,2,-2,0,0,1,3,5,20
2024-01-14,SP1,Cadiz,Valencia,0,1,4,10,9,2,5,821.992751620956,1013.01385329331,0,1,0,0,2,1,6,0,4,7,6,15,15,26,-3,3,1,-1,-3,3,4,1,5,2,9,10
2024-01-19,SP1,Alaves,Cadiz,2,1,0,13,9,3,1,924.45820418549,794.747266832298,0,0,2,1,0,0,2,10,4,3,11,6,20,15,1,-1,4,-4,2,-2,0,1,1,3,9,13
2024-01-20,SP1,Vallecano,Las Palmas,0,0,2,16,10,3,5,958.26675787889,1046.72297765736,0,0,1,1,0,0,7,1,4,7,10,17,23,28,-2,2,6,-6,-2,2,2,0,5,3,10,16
2024-01-20,SP1,Villarreal,Mallorca,1,1,1,18,8,5,2,860.114763202309,948.313266243809,1,0,0,1,1,0,0,7,3,8,10,11,19,19,0,0,10,-10,3,-3,1,1,2,5,8,18
2024-01-20,SP1,Valencia,Athletic Club,2,1,0,6,6,1,3,1040.25933808196,1239.54526083701,1,1,0,0,5,4,0,0,10,13,15,24,29,41,1,-1,0,0,-2,2,0,1,3,1,6,6
2024-01-20,SP1,Celta,Sociedad,0,0,1,6,6,2,2,912.244057485161,1099.83943066699,2,0,0,1,4,0,0,2,8,6,11,14,17,32,-1,1,0,0,0,0,1,0,2,2,6,6
2024-01-21,SP1,Osasuna,Getafe,2,3,2,13,10,7,7,920.117740707502,975.358284427474,2,0,0,0,4,2,0,1,8,7,12,16,22,26,1,-1,3,-3,0,0,2,3,7,7,10,13
2024-01-21,SP1,Real Madrid,Almeria,2,3,2,18,10,6,2,1290.51805314606,733.031903971128,4,0,0,9,9,0,0,10,13,2,24,3,48,6,1,-1,8,-8,4,-4,2,3,2,6,10,18
2024-01-21,SP1,Betis,Barcelona,0,2,4,14,11,5,4,1061.90139406555,1193.18268375485,1,1,0,0,10,9,0,0,6,10,17,20,31,41,-2,2,3,-3,1,-1,4,2,4,5,11,14
2024-01-21,SP1,Girona,Sevilla,2,5,1,12,9,8,3,1260.12813483917,857.004736471363,3,0,0,1,6,0,0,1,11,3,24,6,49,16,4,-4,3,-3,5,-5,1,5,3,8,9,12
2024-01-22,SP1,Granada,Ath Madrid,0,0,1,17,10,2,5,774.923280505432,1109.32246504021,1,0,0,4,1,0,0,4,4,7,5,16,11,38,-1,1,7,-7,-3,3,1,0,5,2,10,17
2024-01-26,SP1,Almeria,Alaves,0,0,3,19,11,7,3,730.547237991694,945.037146659996,0,1,0,0,3,2,10,0,2,7,3,14,6,23,-3,3,8,-8,4,-4,3,0,3,7,11,19
2024-01-27,SP1,Sociedad,Vallecano,1,0,0,6,5,3,0,1116.06519920362,925.340013362166,0,1,0,0,3,1,2,0,6,4,16,7,34,23,0,0,1,-1,3,-3,0,0,0,3,5,6
2024-01-27,SP1,Las Palmas,Real Madrid,0,1,2,7,13,2,5,1079.64972217408,1293.00271912549,1,1,0,0,1,6,0,0,7,13,17,26,30,51,-1,1,-6,6,-3,3,2,1,5,2,13,7
2024-01-27,SP1,Barcelona,Villarreal,0,3,5,22,9,10,6,1221.21446653578,864.091397415795,1,0,0,3,1,0,0,5,10,4,20,8,44,20,-2,2,13,-13,4,-4,5,3,6,10,9,22
2024-01-27,SP1,Mallorca,Betis,0,0,1,14,8,1,2,944.336632030323,1033.86961128462,0,0,0,1,9,0,1,9,6,5,11,14,19,28,-1,1,6,-6,-1,1,1,0,2,1,8,14
2024-01-28,SP1,Celta,Girona,0,0,1,10,15,5,6,896.018288948527,1271.665651688,0,0,1,0,0,10,1,2,7,11,11,24,17,51,-1,1,-5,5,-1,1,1,0,6,5,15,10
2024-01-28,SP1,Cadiz,Athletic Club,1,0,0,9,8,2,0,774.168324357791,1190.96952841493,0,0,1,1,0,0,7,1,2,12,5,23,12,41,0,0,1,-1,2,-2,0,0,0,2,8,9
2024-01-28,SP1,Sevilla,Osasuna,1,1,1,10,11,5,4,845.467219622528,957.163139350162,0,0,3,1,0,0,7,5,3,10,5,12,16,25,0,0,-1,1,1,-1,1,1,4,5,11,10
2024-01-28,SP1,Ath Madrid,Valencia,2,2,0,12,10,8,3,1117.47029718158,1088.83507050405,1,2,0,0,10,2,0,0,7,13,16,17,41,29,2,-2,2,-2,5,-5,0,2,3,8,10,12
2024-01-29,SP1,Getafe,Granada,2,2,0,7,16,4,3,938.312885784814,766.775448364061,0,0,1,6,0,0,1,10,7,3,15,5,26,11,2,-2,-9,9,1,-1,0,2,3,4,16,7
2024-01-31,SP1,Barcelona,Osasuna,2,1,0,16,9,4,1,1143.45237399316,952.189530007982,0,0,1,0,0,1,1,6,10,10,20,13,43,23,1,-1,7,-7,3,-3,0,1,1,4,9,16
2024-01-31,SP1,Ath Madrid,Vallecano,2,2,1,8,10,3,2,1157.7213851471,933.335753420997,2,0,0,0,11,2,0,1,10,4,19,7,41,21,1,-1,-2,2,1,-1,1,2,2,3,10,8
2024-02-01,SP1,Getafe,Real Madrid,0,0,2,10,16,2,9,962.120227873076,1307.4989674792,1,2,0,0,1,7,0,0,7,15,17,26,28,51,-2,2,-6,6,-7,7,2,0,9,2,16,10
2024-02-02,SP1,Athletic Club,Mallorca,2,4,0,13,6,6,2,1177.63276185309,920.405107334595,5,0,0,0,10,1,0,8,10,5,21,11,39,19,4,-4,7,-7,4,-4,0,4,2,6,6,13
2024-02-03,SP1,Valencia,Almeria,2,2,1,7,15,2,5,1048.58398253853,705.96883145869,2,0,0,10,6,0,0,11,12,1,14,3,26,6,1,-1,-8,8,-3,3,1,2,5,2,15,7
2024-02-03,SP1,Granada,Las Palmas,1,1,1,3,16,1,6,742.968106275799,1065.15347382037,0,1,1,0,0,1,1,0,3,6,5,14,11,30,0,0,-13,13,-5,5,1,1,6,1,16,3
2024-02-03,SP1,Alaves,Barcelona,0,1,3,13,8,2,5,969.615553193,1159.42376932519,1,2,0,0,1,10,0,0,10,12,14,20,23,43,-2,2,5,-5,-3,3,3,1,5,2,8,13
2024-02-03,SP1,Girona,Sociedad,1,0,0,11,11,3,2,1278.26905379658,1108.06945914479,4,1,0,0,7,1,0,0,11,6,24,17,51,34,0,0,0,0,1,-1,0,0,2,3,11,11
2024-02-04,SP1,Villarreal,Cadiz,1,0,0,19,8,4,2,941.853489958416,787.505090919631,0,0,0,2,2,0,1,11,7,2,11,6,20,13,0,0,11,-11,2,-2,0,0,2,4,8,19
2024-02-04,SP1,Osasuna,Celta,0,0,3,18,6,1,5,936.218134675952,889.414886839955,3,0,0,0,5,1,0,8,7,4,13,10,23,16,-3,3,12,-12,-4,4,3,0,5,1,6,18
2024-02-04,SP1,Betis,Getafe,1,1,1,9,11,3,2,1057.80113598034,951.554780485445,0,0,1,1,0,0,1,2,7,4,14,14,30,28,0,0,-2,2,1,-1,1,1,2,3,11,9
2024-02-04,SP1,Real Madrid,Ath Madrid,1,1,1,17,10,4,5,1318.06441486683,1171.51790984206,5,1,0,0,10,1,0,0,15,12,28,19,51,43,0,0,7,-7,-1,1,1,1,5,4,10,17
2024-02-05,SP1,Vallecano,Sevilla,0,1,2,22,10,5,6,919.539228726038,850.440828964707,0,0,2,2,0,0,8,2,4,1,6,5,18,17,-1,1,12,-12,-1,1,2,1,6,5,10,22
2024-02-09,SP1,Cadiz,Betis,0,0,2,14,13,5,5,794.179673155634,1053.05533042336,0,1,0,0,1,1,8,0,2,7,7,14,13,31,-2,2,1,-1,0,0,2,0,5,5,13,14
2024-02-10,SP1,Alaves,Villarreal,1,1,1,17,12,4,4,947.588108504631,935.178907722412,0,1,1,0,0,1,1,0,10,5,14,12,23,21,0,0,5,-5,0,0,1,1,4,4,12,17
2024-02-10,SP1,Sociedad,Osasuna,0,0,1,21,9,3,2,1115.33531951266,874.384672648539,0,0,0,1,4,0,3,7,6,7,15,12,34,20,-1,1,12,-12,1,-1,1,0,2,3,9,21
2024-02-10,SP1,Real Madrid,Girona,2,4,0,16,5,6,0,1311.68935355168,1271.0031934287,0,1,0,0,11,11,1,0,13,11,26,22,49,49,4,-4,11,-11,6,-6,0,4,0,6,5,16
2024-02-10,SP1,Las Palmas,Valencia,2,2,0,8,7,3,1,1053.48397252296,1056.40140815768,0,0,1,1,0,0,1,1,7,12,14,17,30,29,2,-2,1,-1,2,-2,0,2,1,3,7,8
2024-02-11,SP1,Getafe,Celta,2,3,2,11,9,4,4,956.300586042427,951.248348867368,0,1,1,0,0,2,1,0,4,7,14,13,26,19,1,-1,2,-2,0,0,2,3,4,4,9,11
2024-02-11,SP1,Mallorca,Vallecano,2,2,1,8,11,5,4,896.49793743235,881.257633508106,0,0,1,1,0,0,2,2,2,4,11,6,19,18,1,-1,-3,3,1,-1,1,2,4,5,11,8
2024-02-11,SP1,Sevilla,Ath Madrid,2,1,0,10,16,6,5,888.72242418264,1177.89297115721,0,0,0,0,1,2,8,1,4,10,8,17,20,41,1,-1,-6,6,1,-1,0,1,5,6,16,10
2024-02-11,SP1,Barcelona,Granada,1,3,3,11,11,6,5,1181.45121401356,754.637607573209,1,0,0,7,1,0,0,11,12,4,20,5,43,9,0,0,0,0,1,-1,3,3,5,6,11,11
2024-02-12,SP1,Almeria,Athletic Club,1,0,0,10,12,4,4,698.151405839533,1201.53993175533,0,0,1,0,0,1,11,2,1,10,3,21,5,39,0,0,-2,2,0,0,0,0,4,4,12,10
2024-02-16,SP1,Villarreal,Getafe,1,1,1,20,11,7,2,935.75012966053,987.83529059816,0,0,0,0,3,1,2,3,6,7,10,14,22,29,0,0,9,-9,5,-5,1,1,2,7,11,20
2024-02-17,SP1,Ath Madrid,Las Palmas,2,5,0,13,11,7,2,1124.07828556871,1097.70985671282,3,0,0,0,12,2,0,1,10,10,17,17,41,33,5,-5,2,-2,5,-5,0,5,2,7,11,13
2024-02-17,SP1,Osasuna,Cadiz,2,2,0,11,5,4,1,925.592136568837,778.049674646409,0,0,1,0,0,1,1,12,7,2,15,6,23,10,2,-2,6,-6,3,-3,0,2,1,4,5,11
2024-02-17,SP1,Celta,Barcelona,0,1,2,13,14,4,4,919.713644311635,1167.9770624992,0,3,2,0,0,11,2,0,4,10,12,20,16,41,-1,1,-1,1,0,0,2,1,4,4,14,13
2024-02-17,SP1,Valencia,Sevilla,1,0,0,14,1,4,1,1012.17552396782,942.537109771136,3,1,0,0,7,1,0,0,9,7,16,10,29,20,0,0,13,-13,3,-3,0,0,1,4,1,14
2024-02-18,SP1,Vallecano,Real Madrid,1,1,1,8,11,3,4,850.660417766752,1368.67306075741,0,3,3,0,0,8,9,0,1,13,5,26,18,49,0,0,-3,3,-1,1,1,1,4,3,11,8
2024-02-18,SP1,Granada,Almeria,1,1,1,19,13,7,3,768.111759087569,712.478908868237,0,0,0,11,1,0,2,12,2,2,6,4,10,6,0,0,6,-6,4,-4,1,1,3,7,13,19
